14:40:03.450 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/mnt/ufs18/home-212/harmanm4/miniconda3/envs/gatk/bin/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
14:40:03.624 INFO  HaplotypeCaller - ------------------------------------------------------------
14:40:03.625 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.3.0.0
14:40:03.625 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
14:40:03.625 INFO  HaplotypeCaller - Executing as harmanm4@lac-353 on Linux v3.10.0-1160.36.2.el7.x86_64 amd64
14:40:03.625 INFO  HaplotypeCaller - Java runtime: Java HotSpot(TM) 64-Bit Server VM v1.8.0_152-b16
14:40:03.625 INFO  HaplotypeCaller - Start Date/Time: December 3, 2022 2:40:03 PM EST
14:40:03.625 INFO  HaplotypeCaller - ------------------------------------------------------------
14:40:03.625 INFO  HaplotypeCaller - ------------------------------------------------------------
14:40:03.626 INFO  HaplotypeCaller - HTSJDK Version: 3.0.1
14:40:03.626 INFO  HaplotypeCaller - Picard Version: 2.27.5
14:40:03.626 INFO  HaplotypeCaller - Built for Spark Version: 2.4.5
14:40:03.626 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
14:40:03.626 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
14:40:03.626 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
14:40:03.626 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
14:40:03.626 INFO  HaplotypeCaller - Deflater: IntelDeflater
14:40:03.626 INFO  HaplotypeCaller - Inflater: IntelInflater
14:40:03.626 INFO  HaplotypeCaller - GCS max retries/reopens: 20
14:40:03.626 INFO  HaplotypeCaller - Requester pays: disabled
14:40:03.627 INFO  HaplotypeCaller - Initializing engine
14:40:04.061 INFO  HaplotypeCaller - Done initializing engine
14:40:04.070 INFO  HaplotypeCallerEngine - Disabling physical phasing, which is supported only for reference-model confidence output
14:40:04.085 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/mnt/ufs18/home-212/harmanm4/miniconda3/envs/gatk/bin/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_utils.so
14:40:04.118 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/mnt/ufs18/home-212/harmanm4/miniconda3/envs/gatk/bin/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
14:40:04.157 INFO  IntelPairHmm - Flush-to-zero (FTZ) is enabled when running PairHMM
14:40:04.166 INFO  IntelPairHmm - Available threads: 10
14:40:04.166 INFO  IntelPairHmm - Requested threads: 4
14:40:04.166 INFO  PairHMM - Using the OpenMP multi-threaded AVX-accelerated native PairHMM implementation
14:40:04.191 INFO  ProgressMeter - Starting traversal
14:40:04.192 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Regions Processed   Regions/Minute
16:29:22.736 INFO  ProgressMeter -         Chr2:3757394            109.3                202530           1852.8
16:29:34.519 INFO  ProgressMeter -         Chr2:3761255            109.5                202550           1849.7
16:29:45.726 INFO  ProgressMeter -         Chr2:3769208            109.7                202610           1847.1
16:29:56.132 INFO  ProgressMeter -         Chr2:3787519            109.9                202750           1845.4
16:30:06.246 INFO  ProgressMeter -         Chr2:3800905            110.0                202860           1843.6
16:30:16.277 INFO  ProgressMeter -         Chr2:3819084            110.2                203000           1842.1
16:30:27.194 INFO  ProgressMeter -         Chr2:3838474            110.4                203170           1840.6
16:30:38.157 INFO  ProgressMeter -         Chr2:3849365            110.6                203260           1838.4
16:30:48.300 INFO  ProgressMeter -         Chr2:3854292            110.7                203300           1835.9
16:30:58.356 INFO  ProgressMeter -         Chr2:3860891            110.9                203350           1833.6
16:31:08.560 INFO  ProgressMeter -         Chr2:3871009            111.1                203430           1831.5
16:31:20.663 INFO  ProgressMeter -         Chr2:3880815            111.3                203500           1828.8
16:31:33.234 INFO  ProgressMeter -         Chr2:3890245            111.5                203580           1826.1
16:31:45.137 INFO  ProgressMeter -         Chr2:3896700            111.7                203620           1823.2
16:31:57.603 INFO  ProgressMeter -         Chr2:3905731            111.9                203690           1820.4
16:32:08.389 INFO  ProgressMeter -         Chr2:3911579            112.1                203730           1817.9
16:32:19.741 INFO  ProgressMeter -         Chr2:3915210            112.3                203750           1815.0
16:32:30.073 INFO  ProgressMeter -         Chr2:3921187            112.4                203790           1812.6
16:32:42.069 INFO  ProgressMeter -         Chr2:3947953            112.6                204000           1811.2
16:32:52.168 INFO  ProgressMeter -         Chr2:3953990            112.8                204050           1809.0
16:33:05.020 INFO  ProgressMeter -         Chr2:3965536            113.0                204130           1806.2
16:33:15.221 INFO  ProgressMeter -         Chr2:3971589            113.2                204170           1803.9
16:33:26.086 INFO  ProgressMeter -         Chr2:3983737            113.4                204270           1801.9
16:33:36.152 INFO  ProgressMeter -         Chr2:3999374            113.5                204410           1800.5
16:33:46.447 INFO  ProgressMeter -         Chr2:4013011            113.7                204520           1798.7
16:33:56.521 INFO  ProgressMeter -         Chr2:4037065            113.9                204740           1798.0
16:34:06.957 INFO  ProgressMeter -         Chr2:4052466            114.0                204870           1796.4
16:34:17.714 INFO  ProgressMeter -         Chr2:4060242            114.2                204930           1794.1
16:34:27.788 INFO  ProgressMeter -         Chr2:4089806            114.4                205170           1793.5
16:34:38.051 INFO  ProgressMeter -         Chr2:4103840            114.6                205250           1791.6
16:34:48.141 INFO  ProgressMeter -         Chr2:4116313            114.7                205340           1789.7
16:34:58.574 INFO  ProgressMeter -         Chr2:4141234            114.9                205560           1788.9
16:35:09.336 INFO  ProgressMeter -         Chr2:4162790            115.1                205730           1787.6
16:35:19.702 INFO  ProgressMeter -         Chr2:4177967            115.3                205860           1786.1
16:35:30.866 INFO  ProgressMeter -         Chr2:4188859            115.4                205940           1783.9
16:35:41.025 INFO  ProgressMeter -         Chr2:4198699            115.6                206020           1782.0
16:35:52.495 INFO  ProgressMeter -         Chr2:4204584            115.8                206060           1779.4
16:36:05.162 INFO  ProgressMeter -         Chr2:4210233            116.0                206100           1776.5
16:36:15.985 INFO  ProgressMeter -         Chr2:4223366            116.2                206200           1774.6
16:36:27.362 INFO  ProgressMeter -         Chr2:4243734            116.4                206360           1773.1
16:36:37.379 INFO  ProgressMeter -         Chr2:4260473            116.6                206490           1771.6
16:36:48.378 INFO  ProgressMeter -         Chr2:4277706            116.7                206630           1770.1
16:36:59.547 INFO  ProgressMeter -         Chr2:4284662            116.9                206680           1767.7
16:37:09.716 INFO  ProgressMeter -         Chr2:4324416            117.1                206990           1767.8
16:37:21.501 INFO  ProgressMeter -         Chr2:4371489            117.3                207390           1768.2
16:37:31.650 INFO  ProgressMeter -         Chr2:4384656            117.5                207490           1766.5
16:37:41.960 INFO  ProgressMeter -         Chr2:4403583            117.6                207640           1765.2
16:37:52.151 INFO  ProgressMeter -         Chr2:4426080            117.8                207810           1764.1
16:38:02.881 INFO  ProgressMeter -         Chr2:4443999            118.0                207910           1762.3
16:38:13.189 INFO  ProgressMeter -         Chr2:4469492            118.1                208050           1760.9
16:38:24.002 INFO  ProgressMeter -         Chr2:4487834            118.3                208200           1759.5
16:38:35.593 INFO  ProgressMeter -         Chr2:4497641            118.5                208270           1757.2
16:38:45.640 INFO  ProgressMeter -         Chr2:4513275            118.7                208400           1755.8
16:38:56.417 INFO  ProgressMeter -         Chr2:4520903            118.9                208460           1753.7
16:39:07.351 INFO  ProgressMeter -         Chr2:4558969            119.1                208720           1753.2
16:39:17.802 INFO  ProgressMeter -         Chr2:4574387            119.2                208830           1751.5
16:39:28.345 INFO  ProgressMeter -         Chr2:4579188            119.4                208870           1749.3
16:39:39.846 INFO  ProgressMeter -         Chr2:4606845            119.6                209060           1748.1
16:39:50.316 INFO  ProgressMeter -         Chr2:4630581            119.8                209220           1746.9
16:40:01.095 INFO  ProgressMeter -         Chr2:4646015            119.9                209330           1745.2
16:40:11.285 INFO  ProgressMeter -         Chr2:4674199            120.1                209580           1744.8
16:40:22.308 INFO  ProgressMeter -         Chr2:4685886            120.3                209670           1742.9
16:40:35.072 INFO  ProgressMeter -         Chr2:4696396            120.5                209760           1740.5
16:40:45.924 INFO  ProgressMeter -         Chr2:4704717            120.7                209820           1738.4
16:40:56.146 INFO  ProgressMeter -         Chr2:4718917            120.9                209930           1736.9
16:41:06.652 INFO  ProgressMeter -         Chr2:4729764            121.0                210020           1735.1
16:41:16.875 INFO  ProgressMeter -         Chr2:4739630            121.2                210090           1733.3
16:41:27.629 INFO  ProgressMeter -         Chr2:4763806            121.4                210270           1732.2
16:41:38.297 INFO  ProgressMeter -         Chr2:4812548            121.6                210580           1732.2
16:41:48.366 INFO  ProgressMeter -         Chr2:4837544            121.7                210780           1731.4
16:41:59.071 INFO  ProgressMeter -         Chr2:4853316            121.9                210890           1729.8
16:42:09.794 INFO  ProgressMeter -         Chr2:4863734            122.1                210980           1728.0
16:42:19.907 INFO  ProgressMeter -         Chr2:4875219            122.3                211060           1726.3
16:42:30.043 INFO  ProgressMeter -         Chr2:4924528            122.4                211380           1726.5
16:42:44.108 INFO  ProgressMeter -         Chr2:4951570            122.7                211580           1724.9
16:42:54.808 INFO  ProgressMeter -         Chr2:4957272            122.8                211620           1722.7
16:43:05.364 INFO  ProgressMeter -         Chr2:4973889            123.0                211770           1721.4
16:43:16.067 INFO  ProgressMeter -         Chr2:4981029            123.2                211820           1719.3
16:43:26.181 INFO  ProgressMeter -         Chr2:4990959            123.4                211880           1717.5
16:43:36.586 INFO  ProgressMeter -         Chr2:5003386            123.5                211970           1715.8
16:43:47.324 INFO  ProgressMeter -         Chr2:5024052            123.7                212110           1714.5
16:43:58.857 INFO  ProgressMeter -         Chr2:5034520            123.9                212190           1712.4
16:44:09.664 INFO  ProgressMeter -         Chr2:5049079            124.1                212280           1710.7
16:44:20.074 INFO  ProgressMeter -         Chr2:5085608            124.3                212560           1710.5
16:44:30.216 INFO  ProgressMeter -         Chr2:5091880            124.4                212610           1708.6
16:44:41.380 INFO  ProgressMeter -         Chr2:5097937            124.6                212650           1706.4
16:44:53.911 INFO  ProgressMeter -         Chr2:5105462            124.8                212700           1703.9
16:45:05.112 INFO  ProgressMeter -         Chr2:5123744            125.0                212830           1702.4
16:45:15.148 INFO  ProgressMeter -         Chr2:5142198            125.2                212980           1701.4
16:45:25.678 INFO  ProgressMeter -         Chr2:5172658            125.4                213230           1701.0
16:45:36.075 INFO  ProgressMeter -         Chr2:5178065            125.5                213260           1698.9
16:45:46.634 INFO  ProgressMeter -         Chr2:5207591            125.7                213480           1698.2
16:45:59.453 INFO  ProgressMeter -         Chr2:5221650            125.9                213600           1696.3
16:46:11.265 INFO  ProgressMeter -         Chr2:5255384            126.1                213760           1694.9
16:46:21.504 INFO  ProgressMeter -         Chr2:5295837            126.3                213940           1694.1
16:46:33.378 INFO  ProgressMeter -         Chr2:5305209            126.5                214010           1692.0
16:46:43.938 INFO  ProgressMeter -         Chr2:5312765            126.7                214060           1690.0
16:46:54.646 INFO  ProgressMeter -         Chr2:5329724            126.8                214200           1688.7
16:47:06.731 INFO  ProgressMeter -         Chr2:5338306            127.0                214250           1686.4
16:47:17.717 INFO  ProgressMeter -         Chr2:5347777            127.2                214310           1684.5
16:47:28.676 INFO  ProgressMeter -         Chr2:5354471            127.4                214350           1682.4
16:47:39.180 INFO  ProgressMeter -         Chr2:5359883            127.6                214380           1680.3
16:47:49.921 INFO  ProgressMeter -         Chr2:5366328            127.8                214430           1678.4
16:48:00.746 INFO  ProgressMeter -         Chr2:5372654            127.9                214460           1676.2
16:48:11.185 INFO  ProgressMeter -         Chr2:5384436            128.1                214540           1674.6
16:48:21.592 INFO  ProgressMeter -         Chr2:5397333            128.3                214640           1673.1
16:48:33.397 INFO  ProgressMeter -         Chr2:5413708            128.5                214770           1671.5
16:48:44.656 INFO  ProgressMeter -         Chr2:5449743            128.7                215020           1671.0
16:48:55.632 INFO  ProgressMeter -         Chr2:5474698            128.9                215180           1669.9
16:49:08.573 INFO  ProgressMeter -         Chr2:5494855            129.1                215270           1667.8
16:49:19.059 INFO  ProgressMeter -         Chr2:5533027            129.2                215460           1667.0
16:49:29.906 INFO  ProgressMeter -         Chr2:5565329            129.4                215670           1666.3
16:49:41.562 INFO  ProgressMeter -         Chr2:5582508            129.6                215780           1664.7
16:49:52.943 INFO  ProgressMeter -         Chr2:5604631            129.8                215930           1663.4
16:50:03.685 INFO  ProgressMeter -         Chr2:5621520            130.0                216040           1662.0
16:50:13.891 INFO  ProgressMeter -         Chr2:5637018            130.2                216150           1660.6
16:50:24.065 INFO  ProgressMeter -         Chr2:5661743            130.3                216320           1659.8
16:50:34.274 INFO  ProgressMeter -         Chr2:5712990            130.5                216690           1660.4
16:50:44.938 INFO  ProgressMeter -         Chr2:5730862            130.7                216810           1659.1
16:50:54.941 INFO  ProgressMeter -         Chr2:5749132            130.8                216930           1657.9
16:51:05.431 INFO  ProgressMeter -         Chr2:5770053            131.0                217060           1656.7
16:51:16.696 INFO  ProgressMeter -         Chr2:5785424            131.2                217170           1655.2
16:51:27.716 INFO  ProgressMeter -         Chr2:5814192            131.4                217370           1654.4
16:51:37.751 INFO  ProgressMeter -         Chr2:5833578            131.6                217520           1653.4
16:51:49.260 INFO  ProgressMeter -         Chr2:5845307            131.8                217600           1651.6
16:51:59.482 INFO  ProgressMeter -         Chr2:5866213            131.9                217740           1650.5
16:52:12.033 INFO  ProgressMeter -         Chr2:5889337            132.1                217920           1649.3
16:52:23.585 INFO  ProgressMeter -         Chr2:5894915            132.3                217950           1647.1
16:52:34.008 INFO  ProgressMeter -         Chr2:5905379            132.5                218030           1645.5
16:52:45.279 INFO  ProgressMeter -         Chr2:5919566            132.7                218130           1644.0
16:52:55.328 INFO  ProgressMeter -         Chr2:5931419            132.9                218210           1642.5
16:53:06.684 INFO  ProgressMeter -         Chr2:5980727            133.0                218540           1642.6
16:53:18.045 INFO  ProgressMeter -         Chr2:5989332            133.2                218600           1640.8
16:53:28.056 INFO  ProgressMeter -         Chr2:5999231            133.4                218660           1639.2
16:53:39.306 INFO  ProgressMeter -         Chr2:6012809            133.6                218770           1637.7
16:53:50.099 INFO  ProgressMeter -         Chr2:6064236            133.8                219160           1638.4
16:54:02.433 INFO  ProgressMeter -         Chr2:6097055            134.0                219410           1637.7
16:54:13.298 INFO  ProgressMeter -         Chr2:6117517            134.2                219520           1636.4
16:54:24.198 INFO  ProgressMeter -         Chr2:6124553            134.3                219560           1634.4
16:54:34.280 INFO  ProgressMeter -         Chr2:6151274            134.5                219730           1633.7
16:54:45.373 INFO  ProgressMeter -         Chr2:6173287            134.7                219890           1632.6
16:54:59.356 INFO  ProgressMeter -         Chr2:6230106            134.9                220310           1632.9
16:55:10.167 INFO  ProgressMeter -         Chr2:6247292            135.1                220430           1631.6
16:55:20.414 INFO  ProgressMeter -         Chr2:6274115            135.3                220570           1630.6
16:55:30.577 INFO  ProgressMeter -         Chr2:6305956            135.4                220770           1630.0
16:55:40.599 INFO  ProgressMeter -         Chr2:6348208            135.6                221080           1630.3
16:55:51.031 INFO  ProgressMeter -         Chr2:6374721            135.8                221280           1629.7
16:56:01.456 INFO  ProgressMeter -         Chr2:6396432            136.0                221430           1628.7
16:56:11.494 INFO  ProgressMeter -         Chr2:6422281            136.1                221590           1627.9
16:56:23.120 INFO  ProgressMeter -         Chr2:6450698            136.3                221780           1627.0
16:56:34.364 INFO  ProgressMeter -         Chr2:6473835            136.5                221930           1625.8
16:56:44.559 INFO  ProgressMeter -         Chr2:6490926            136.7                222030           1624.5
16:56:55.087 INFO  ProgressMeter -         Chr2:6511462            136.8                222190           1623.6
16:57:06.330 INFO  ProgressMeter -         Chr2:6530804            137.0                222330           1622.4
16:57:16.625 INFO  ProgressMeter -         Chr2:6552719            137.2                222490           1621.6
16:57:27.522 INFO  ProgressMeter -         Chr2:6590144            137.4                222750           1621.3
16:57:37.544 INFO  ProgressMeter -         Chr2:6631870            137.6                223090           1621.8
16:57:47.730 INFO  ProgressMeter -         Chr2:6649551            137.7                223210           1620.7
16:57:58.022 INFO  ProgressMeter -         Chr2:6692468            137.9                223520           1620.9
16:58:13.152 INFO  ProgressMeter -         Chr2:6720780            138.1                223700           1619.3
16:58:27.564 INFO  ProgressMeter -         Chr2:6726053            138.4                223730           1616.7
16:58:37.721 INFO  ProgressMeter -         Chr2:6759319            138.6                223950           1616.3
16:58:48.064 INFO  ProgressMeter -         Chr2:6806711            138.7                224270           1616.6
16:58:58.190 INFO  ProgressMeter -         Chr2:6822234            138.9                224390           1615.5
16:59:08.411 INFO  ProgressMeter -         Chr2:6847557            139.1                224580           1614.9
16:59:18.419 INFO  ProgressMeter -         Chr2:6930892            139.2                225060           1616.4
16:59:29.722 INFO  ProgressMeter -         Chr2:7015321            139.4                225470           1617.1
16:59:41.143 INFO  ProgressMeter -         Chr2:7042877            139.6                225670           1616.4
16:59:51.153 INFO  ProgressMeter -         Chr2:7106457            139.8                226100           1617.5
17:00:01.251 INFO  ProgressMeter -         Chr2:7171645            140.0                226520           1618.6
17:00:11.264 INFO  ProgressMeter -         Chr2:7215052            140.1                226810           1618.7
17:00:21.580 INFO  ProgressMeter -         Chr2:7279179            140.3                227250           1619.9
17:00:31.811 INFO  ProgressMeter -         Chr2:7320085            140.5                227530           1619.9
17:00:41.856 INFO  ProgressMeter -         Chr2:7375563            140.6                227930           1620.8
17:00:53.162 INFO  ProgressMeter -         Chr2:7436540            140.8                228340           1621.5
17:01:03.377 INFO  ProgressMeter -         Chr2:7493507            141.0                228680           1622.0
17:01:13.409 INFO  ProgressMeter -         Chr2:7531959            141.2                228980           1622.2
17:01:23.840 INFO  ProgressMeter -         Chr2:7593351            141.3                229370           1623.0
17:01:34.061 INFO  ProgressMeter -         Chr2:7637887            141.5                229640           1622.9
17:01:44.654 INFO  ProgressMeter -         Chr2:7681716            141.7                229940           1623.0
17:01:54.988 INFO  ProgressMeter -         Chr2:7710691            141.8                230140           1622.5
17:02:05.308 INFO  ProgressMeter -         Chr2:7872076            142.0                231090           1627.2
17:02:15.799 INFO  ProgressMeter -         Chr2:7924314            142.2                231450           1627.7
17:02:28.395 INFO  ProgressMeter -         Chr2:8077022            142.4                232110           1629.9
17:02:38.430 INFO  ProgressMeter -         Chr2:8166686            142.6                232640           1631.8
17:02:48.566 INFO  ProgressMeter -         Chr2:8308195            142.7                233460           1635.6
17:02:58.965 INFO  ProgressMeter -         Chr2:8449920            142.9                234240           1639.0
17:03:09.664 INFO  ProgressMeter -         Chr2:8481259            143.1                234440           1638.4
17:03:20.057 INFO  ProgressMeter -         Chr2:8593483            143.3                235030           1640.5
17:03:30.080 INFO  ProgressMeter -         Chr2:8707723            143.4                235690           1643.2
17:03:40.853 INFO  ProgressMeter -         Chr2:8882382            143.6                236570           1647.3
17:03:50.970 INFO  ProgressMeter -         Chr2:8941068            143.8                236960           1648.1
17:04:01.098 INFO  ProgressMeter -         Chr2:9031562            143.9                237510           1650.0
17:04:11.610 INFO  ProgressMeter -         Chr2:9060330            144.1                237730           1649.5
17:04:21.672 INFO  ProgressMeter -         Chr2:9125623            144.3                238100           1650.1
17:04:32.087 INFO  ProgressMeter -         Chr2:9157423            144.5                238300           1649.5
17:04:42.088 INFO  ProgressMeter -         Chr2:9294038            144.6                239110           1653.2
17:04:55.185 INFO  ProgressMeter -         Chr2:9316728            144.8                239240           1651.6
17:05:06.078 INFO  ProgressMeter -         Chr2:9329152            145.0                239320           1650.1
17:05:17.333 INFO  ProgressMeter -         Chr2:9379664            145.2                239640           1650.2
17:05:27.394 INFO  ProgressMeter -         Chr2:9521382            145.4                240430           1653.7
17:05:37.465 INFO  ProgressMeter -         Chr2:9627584            145.6                241050           1656.1
17:05:47.520 INFO  ProgressMeter -         Chr2:9812049            145.7                242060           1661.1
17:05:57.626 INFO  ProgressMeter -         Chr2:9929102            145.9                242670           1663.4
17:06:07.664 INFO  ProgressMeter -         Chr2:9994318            146.1                243100           1664.4
17:06:17.688 INFO  ProgressMeter -        Chr2:10042738            146.2                243390           1664.5
17:06:27.736 INFO  ProgressMeter -        Chr2:10174594            146.4                244280           1668.7
17:06:37.778 INFO  ProgressMeter -        Chr2:10222302            146.6                244600           1668.9
17:06:47.819 INFO  ProgressMeter -        Chr2:10281036            146.7                244960           1669.5
17:06:58.582 INFO  ProgressMeter -        Chr2:10354363            146.9                245440           1670.7
17:07:08.765 INFO  ProgressMeter -        Chr2:10435179            147.1                245980           1672.5
17:07:19.599 INFO  ProgressMeter -        Chr2:10512761            147.3                246460           1673.7
17:07:33.744 INFO  ProgressMeter -        Chr2:10525411            147.5                246530           1671.5
17:07:44.635 INFO  ProgressMeter -        Chr2:10544078            147.7                246670           1670.4
17:07:55.564 INFO  ProgressMeter -        Chr2:10596186            147.9                247010           1670.6
17:08:05.574 INFO  ProgressMeter -        Chr2:10649030            148.0                247360           1671.1
17:08:15.577 INFO  ProgressMeter -        Chr2:10747980            148.2                247960           1673.3
17:08:26.683 INFO  ProgressMeter -        Chr2:10798999            148.4                248250           1673.1
17:08:36.865 INFO  ProgressMeter -        Chr2:10815481            148.5                248340           1671.8
17:08:47.384 INFO  ProgressMeter -        Chr2:10887396            148.7                248800           1672.9
17:08:57.763 INFO  ProgressMeter -        Chr2:11047291            148.9                249630           1676.6
17:09:08.791 INFO  ProgressMeter -        Chr2:11195945            149.1                250500           1680.3
17:09:18.809 INFO  ProgressMeter -        Chr2:11262948            149.2                250920           1681.3
17:09:28.811 INFO  ProgressMeter -        Chr2:11327607            149.4                251300           1681.9
17:09:38.902 INFO  ProgressMeter -        Chr2:11401417            149.6                251750           1683.1
17:09:49.505 INFO  ProgressMeter -        Chr2:11495736            149.8                252260           1684.5
17:09:59.822 INFO  ProgressMeter -        Chr2:11586428            149.9                252830           1686.4
17:10:09.861 INFO  ProgressMeter -        Chr2:11820776            150.1                253780           1690.8
17:10:20.198 INFO  ProgressMeter -        Chr2:11995621            150.3                254650           1694.7
17:10:30.205 INFO  ProgressMeter -        Chr2:12208413            150.4                255710           1699.8
17:10:40.210 INFO  ProgressMeter -        Chr2:12317047            150.6                256330           1702.1
17:10:50.296 INFO  ProgressMeter -        Chr2:12390165            150.8                256830           1703.5
17:11:00.299 INFO  ProgressMeter -        Chr2:12723425            150.9                258100           1710.0
17:11:10.444 INFO  ProgressMeter -        Chr2:12872730            151.1                258880           1713.3
17:11:20.447 INFO  ProgressMeter -        Chr2:13003196            151.3                259490           1715.4
17:11:30.608 INFO  ProgressMeter -        Chr2:13172830            151.4                260300           1718.8
17:11:40.695 INFO  ProgressMeter -        Chr2:13339178            151.6                261220           1723.0
17:11:52.104 INFO  ProgressMeter -        Chr2:13436415            151.8                261820           1724.8
17:12:02.139 INFO  ProgressMeter -        Chr2:13541945            152.0                262400           1726.7
17:12:13.277 INFO  ProgressMeter -        Chr2:13671618            152.2                263100           1729.2
17:12:24.203 INFO  ProgressMeter -        Chr2:13794659            152.3                263810           1731.8
17:12:34.216 INFO  ProgressMeter -        Chr2:13911888            152.5                264490           1734.4
17:12:44.505 INFO  ProgressMeter -        Chr2:13952688            152.7                264740           1734.0
17:12:55.043 INFO  ProgressMeter -        Chr2:14079791            152.8                265480           1736.9
17:13:05.094 INFO  ProgressMeter -        Chr2:14211376            153.0                266260           1740.1
17:13:15.498 INFO  ProgressMeter -        Chr2:14597879            153.2                267770           1748.0
17:13:26.109 INFO  ProgressMeter -        Chr2:14756297            153.4                268690           1752.0
17:13:36.139 INFO  ProgressMeter -        Chr2:14848421            153.5                269260           1753.8
17:13:46.499 INFO  ProgressMeter -        Chr2:14982184            153.7                270060           1757.0
17:13:56.737 INFO  ProgressMeter -        Chr2:15048138            153.9                270490           1757.8
17:14:07.150 INFO  ProgressMeter -        Chr2:15227093            154.0                271520           1762.6
17:14:17.732 INFO  ProgressMeter -        Chr2:15330479            154.2                272080           1764.2
17:14:27.867 INFO  ProgressMeter -        Chr2:15391623            154.4                272480           1764.8
17:14:37.997 INFO  ProgressMeter -        Chr2:15566866            154.6                273430           1769.0
17:14:48.006 INFO  ProgressMeter -        Chr2:15745889            154.7                274290           1772.7
17:14:58.203 INFO  ProgressMeter -        Chr2:16030182            154.9                275470           1778.4
17:15:09.210 INFO  ProgressMeter -        Chr2:16261620            155.1                276690           1784.1
17:15:21.046 INFO  ProgressMeter -        Chr2:16387451            155.3                277430           1786.6
17:15:31.403 INFO  ProgressMeter -        Chr2:16643840            155.5                278800           1793.5
17:15:43.266 INFO  ProgressMeter -        Chr2:16808712            155.7                279740           1797.2
17:15:53.470 INFO  ProgressMeter -        Chr2:16897058            155.8                280310           1798.9
17:16:03.513 INFO  ProgressMeter -        Chr2:17082648            156.0                281330           1803.5
17:16:13.969 INFO  ProgressMeter -        Chr2:17284469            156.2                282380           1808.2
17:16:24.641 INFO  ProgressMeter -        Chr2:17419142            156.3                283150           1811.1
17:16:34.727 INFO  ProgressMeter -        Chr2:17575622            156.5                283980           1814.5
17:16:45.390 INFO  ProgressMeter -        Chr2:17828908            156.7                285190           1820.1
17:16:55.562 INFO  ProgressMeter -        Chr2:17970846            156.9                286010           1823.4
17:17:05.654 INFO  ProgressMeter -        Chr2:18115804            157.0                286810           1826.5
17:17:16.279 INFO  ProgressMeter -        Chr2:18275844            157.2                287620           1829.6
17:17:27.449 INFO  ProgressMeter -        Chr2:18427329            157.4                288450           1832.7
17:17:37.554 INFO  ProgressMeter -        Chr2:18681435            157.6                289680           1838.6
17:17:47.680 INFO  ProgressMeter -        Chr2:18958106            157.7                291060           1845.4
17:17:57.960 INFO  ProgressMeter -        Chr2:19075593            157.9                291700           1847.4
17:18:08.016 INFO  ProgressMeter -        Chr2:19407594            158.1                293150           1854.6
17:18:18.064 INFO  ProgressMeter -        Chr2:19553139            158.2                293890           1857.3
17:18:28.115 INFO  ProgressMeter -           Chr3:45231            158.4                294920           1861.9
17:18:39.109 INFO  ProgressMeter -          Chr3:214597            158.6                295890           1865.8
17:18:49.115 INFO  ProgressMeter -          Chr3:344240            158.7                296600           1868.4
17:18:59.125 INFO  ProgressMeter -          Chr3:580768            158.9                297720           1873.4
17:19:09.166 INFO  ProgressMeter -          Chr3:776134            159.1                298840           1878.5
17:19:19.172 INFO  ProgressMeter -          Chr3:938942            159.2                299740           1882.2
17:19:30.433 INFO  ProgressMeter -          Chr3:990855            159.4                300080           1882.1
17:19:40.481 INFO  ProgressMeter -         Chr3:1139974            159.6                300870           1885.1
17:19:50.515 INFO  ProgressMeter -         Chr3:1249314            159.8                301510           1887.1
17:20:00.801 INFO  ProgressMeter -         Chr3:1400015            159.9                302300           1890.0
17:20:11.037 INFO  ProgressMeter -         Chr3:1444035            160.1                302570           1889.7
17:20:21.113 INFO  ProgressMeter -         Chr3:1553144            160.3                303210           1891.7
17:20:31.191 INFO  ProgressMeter -         Chr3:1626913            160.4                303610           1892.2
17:20:41.228 INFO  ProgressMeter -         Chr3:1693521            160.6                304010           1892.8
17:20:51.964 INFO  ProgressMeter -         Chr3:1800715            160.8                304670           1894.8
17:21:02.169 INFO  ProgressMeter -         Chr3:1961014            161.0                305530           1898.1
17:21:12.639 INFO  ProgressMeter -         Chr3:2070943            161.1                306120           1899.7
17:21:22.751 INFO  ProgressMeter -         Chr3:2104054            161.3                306320           1899.0
17:21:33.787 INFO  ProgressMeter -         Chr3:2241221            161.5                307100           1901.6
17:21:44.247 INFO  ProgressMeter -         Chr3:2419126            161.7                308060           1905.5
